OrderID,CustomerID,Product,Category,Price,Quantity,Date
462,76,Denim Jacket,Apparel,55.0,2,2024-12-13
463,76,Smart Thermostat,Home,129.99,1,2025-05-03
464,76,Desk Lamp,Home,29.99,3,2024-06-21
465,76,Sunglasses,Apparel,24.99,1,2024-09-21
466,77,Sport Socks (5 pack),Apparel,14.99,3,2026-02-13
467,77,Noise Cancelling Headphones,Electronics,199.99,1,2025-03-16
468,77,Mechanical Keyboard,Electronics,89.99,3,2025-04-08
469,77,History of the World,Books,18.99,2,2026-04-18
470,77,Mystery Novel: Dark Woods,Books,12.99,2,2025-12-04
471,77,Mechanical Keyboard,Electronics,89.99,3,2025-05-27
472,77,Mystery Novel: Dark Woods,Books,12.99,3,2025-11-23
473,77,USB-C Hub,Electronics,39.99,1,2026-01-08
474,78,Business Strategy Guide,Books,24.99,3,2026-05-03
475,78,Python Programming Guide,Books,34.99,1,2025-10-22
476,78,Scented Candle,Home,12.5,1,2026-06-06
477,79,Coffee Maker,Home,49.99,3,2026-01-11
478,79,"27"" Monitor",Electronics,249.99,1,2025-10-07
479,79,Water Bottle,Home,18.0,3,2025-10-03
480,79,Mechanical Keyboard,Electronics,89.99,3,2026-03-08
481,79,Scented Candle,Home,12.5,1,2024-10-28
482,79,"27"" Monitor",Electronics,249.99,1,2026-05-15
483,79,Water Bottle,Home,18.0,3,2025-11-30
484,79,Mechanical Keyboard,Electronics,89.99,2,2024-07-03
485,79,Data Science Handbook,Books,44.99,2,2025-05-21
486,79,Mechanical Keyboard,Electronics,89.99,3,2026-04-09
487,80,Sunglasses,Apparel,24.99,2,2023-11-25
488,80,Running Shoes,Apparel,65.0,1,2025-11-12
489,80,Mystery Novel: Dark Woods,Books,12.99,2,2026-06-23
490,80,Denim Jacket,Apparel,55.0,2,2023-12-01
491,80,Smart Watch,Electronics,149.99,1,2025-05-31
492,80,Desk Lamp,Home,29.99,2,2025-06-17
493,80,Desk Lamp,Home,29.99,2,2025-11-19
494,81,Desk Lamp,Home,29.99,2,2024-07-24
495,81,Denim Jacket,Apparel,55.0,1,2024-08-13
496,81,Noise Cancelling Headphones,Electronics,199.99,1,2025-11-24
497,81,Python Programming Guide,Books,34.99,1,2024-12-09
498,81,Water Bottle,Home,18.0,1,2026-01-27
499,81,Water Bottle,Home,18.0,2,2025-03-10
500,81,Sport Socks (5 pack),Apparel,14.99,1,2026-04-07
501,81,Coffee Maker,Home,49.99,2,2025-02-17
502,82,Data Science Handbook,Books,44.99,1,2025-07-31
503,82,History of the World,Books,18.99,2,2026-01-05
504,82,USB-C Hub,Electronics,39.99,2,2024-08-19
505,82,Ergonomic Chair,Home,189.99,1,2025-09-30
506,82,Leather Backpack,Apparel,79.99,3,2024-10-05
507,83,Running Shoes,Apparel,65.0,3,2026-07-17
508,83,Leather Backpack,Apparel,79.99,1,2026-02-24
509,83,Sci-Fi Novel: The Stars,Books,14.99,3,2026-06-11
510,84,Python Programming Guide,Books,34.99,3,2024-06-22
511,84,Desk Lamp,Home,29.99,3,2024-05-27
512,85,History of the World,Books,18.99,3,2024-07-08
513,85,Smart Thermostat,Home,129.99,3,2026-07-03
514,85,Sunglasses,Apparel,24.99,3,2024-08-31
515,86,History of the World,Books,18.99,2,2026-02-12
516,86,Leather Backpack,Apparel,79.99,2,2025-12-15
517,86,Mechanical Keyboard,Electronics,89.99,3,2025-10-13
518,86,Python Programming Guide,Books,34.99,1,2025-12-15
519,86,Business Strategy Guide,Books,24.99,1,2026-01-06
520,86,Water Bottle,Home,18.0,3,2025-12-29
521,86,"27"" Monitor",Electronics,249.99,1,2026-06-14
522,86,Graphic T-Shirt,Apparel,19.99,3,2025-12-09
523,87,Sunglasses,Apparel,24.99,3,2026-02-09
524,87,Python Programming Guide,Books,34.99,1,2026-01-04
525,87,Wireless Mouse,Electronics,29.99,3,2026-04-26
526,87,Mechanical Keyboard,Electronics,89.99,1,2026-04-16
527,87,Scented Candle,Home,12.5,3,2026-02-28
528,87,Ergonomic Chair,Home,189.99,2,2025-12-23
529,88,Ergonomic Chair,Home,189.99,1,2025-08-14
530,88,Denim Jacket,Apparel,55.0,2,2025-02-11
531,88,Business Strategy Guide,Books,24.99,3,2026-06-17
532,88,Graphic T-Shirt,Apparel,19.99,3,2025-07-20
533,88,Python Programming Guide,Books,34.99,2,2025-10-08
534,88,"27"" Monitor",Electronics,249.99,3,2026-01-14
535,89,History of the World,Books,18.99,1,2026-06-02
536,89,Mechanical Keyboard,Electronics,89.99,3,2024-09-06
537,89,Ergonomic Chair,Home,189.99,2,2024-10-12
538,89,Running Shoes,Apparel,65.0,1,2025-08-23
539,89,Water Bottle,Home,18.0,3,2025-10-25
540,89,Running Shoes,Apparel,65.0,2,2024-10-19
541,89,Sunglasses,Apparel,24.99,2,2025-04-13
542,89,Sci-Fi Novel: The Stars,Books,14.99,2,2024-10-11
543,90,Python Programming Guide,Books,34.99,1,2026-01-24
544,90,Wireless Mouse,Electronics,29.99,2,2025-08-24
545,90,Mechanical Keyboard,Electronics,89.99,1,2025-06-14
546,90,Data Science Handbook,Books,44.99,1,2025-02-04
547,90,Water Bottle,Home,18.0,3,2026-02-27
548,90,Mechanical Keyboard,Electronics,89.99,3,2026-05-09
549,90,History of the World,Books,18.99,3,2025-11-15
550,90,Smart Watch,Electronics,149.99,3,2025-05-18
551,91,Smart Thermostat,Home,129.99,2,2026-06-12
552,91,Running Shoes,Apparel,65.0,3,2026-01-18
553,91,Sunglasses,Apparel,24.99,2,2026-03-31
554,91,Python Programming Guide,Books,34.99,2,2025-12-21
555,91,Desk Lamp,Home,29.99,3,2026-05-11
556,92,Mechanical Keyboard,Electronics,89.99,2,2025-03-29
557,92,Water Bottle,Home,18.0,2,2024-09-09
558,93,Wireless Mouse,Electronics,29.99,2,2025-08-01
559,93,Business Strategy Guide,Books,24.99,1,2024-08-03
560,93,"27"" Monitor",Electronics,249.99,1,2025-01-18
561,93,Wireless Mouse,Electronics,29.99,2,2026-04-22
562,93,Water Bottle,Home,18.0,2,2026-03-05
563,94,Denim Jacket,Apparel,55.0,2,2026-05-12
564,94,Coffee Maker,Home,49.99,2,2026-03-20
565,95,Desk Lamp,Home,29.99,3,2025-01-18
566,95,Denim Jacket,Apparel,55.0,3,2026-01-05
567,95,Denim Jacket,Apparel,55.0,2,2025-01-25
568,96,Python Programming Guide,Books,34.99,3,2026-06-01
569,96,Mystery Novel: Dark Woods,Books,12.99,2,2025-07-10
570,96,Business Strategy Guide,Books,24.99,2,2025-06-11
571,96,Wireless Mouse,Electronics,29.99,3,2026-05-25
572,97,Scented Candle,Home,12.5,2,2026-06-21
573,97,Data Science Handbook,Books,44.99,3,2025-12-26
574,97,"27"" Monitor",Electronics,249.99,2,2025-12-12
575,97,Wireless Mouse,Electronics,29.99,1,2026-04-11
576,97,Graphic T-Shirt,Apparel,19.99,3,2026-02-07
577,97,Graphic T-Shirt,Apparel,19.99,1,2026-05-14
578,97,Coffee Maker,Home,49.99,3,2026-02-16
579,97,Noise Cancelling Headphones,Electronics,199.99,3,2026-07-02
580,97,Business Strategy Guide,Books,24.99,1,2026-04-15
581,97,Business Strategy Guide,Books,24.99,2,2026-05-18
582,97,Sport Socks (5 pack),Apparel,14.99,2,2026-03-03
583,97,Running Shoes,Apparel,65.0,1,2025-09-16
584,98,Business Strategy Guide,Books,24.99,3,2025-09-14
585,98,Ergonomic Chair,Home,189.99,3,2026-02-06
586,98,USB-C Hub,Electronics,39.99,1,2025-08-17
587,99,Water Bottle,Home,18.0,1,2026-04-11
588,99,"27"" Monitor",Electronics,249.99,2,2025-07-09
589,99,Mystery Novel: Dark Woods,Books,12.99,2,2025-09-09
590,99,Sunglasses,Apparel,24.99,2,2025-04-09
591,99,Noise Cancelling Headphones,Electronics,199.99,1,2025-10-05
592,99,Noise Cancelling Headphones,Electronics,199.99,3,2026-05-26
593,99,Leather Backpack,Apparel,79.99,3,2025-09-15
594,99,USB-C Hub,Electronics,39.99,1,2025-04-07
595,100,Sport Socks (5 pack),Apparel,14.99,2,2026-01-02
596,100,Sunglasses,Apparel,24.99,3,2025-01-07
597,100,Running Shoes,Apparel,65.0,2,2025-05-01
598,100,Mystery Novel: Dark Woods,Books,12.99,3,2025-01-26
599,101,Denim Jacket,Apparel,55.0,1,2026-04-12
600,101,Ergonomic Chair,Home,189.99,3,2025-08-13
601,101,Coffee Maker,Home,49.99,3,2025-08-02
602,101,Sci-Fi Novel: The Stars,Books,14.99,2,2026-04-06
603,101,Sport Socks (5 pack),Apparel,14.99,3,2026-05-17
604,102,History of the World,Books,18.99,1,2025-11-08
605,102,"27"" Monitor",Electronics,249.99,3,2024-10-18
606,102,Sci-Fi Novel: The Stars,Books,14.99,1,2026-04-13
607,102,History of the World,Books,18.99,3,2024-11-22
608,102,Leather Backpack,Apparel,79.99,1,2026-02-11
609,103,USB-C Hub,Electronics,39.99,3,2026-04-30
610,103,Leather Backpack,Apparel,79.99,3,2026-07-11
611,103,Mechanical Keyboard,Electronics,89.99,3,2026-05-15
612,103,Sci-Fi Novel: The Stars,Books,14.99,3,2026-06-28
613,103,History of the World,Books,18.99,2,2026-06-03
614,103,Water Bottle,Home,18.0,2,2026-05-25
615,104,Water Bottle,Home,18.0,2,2026-03-29
616,104,History of the World,Books,18.99,3,2026-03-27
617,104,Smart Watch,Electronics,149.99,3,2026-04-07
618,104,Ergonomic Chair,Home,189.99,2,2026-06-27
619,104,Leather Backpack,Apparel,79.99,1,2026-05-14
620,104,Water Bottle,Home,18.0,1,2026-04-27
621,104,Running Shoes,Apparel,65.0,3,2026-04-25
622,104,Sunglasses,Apparel,24.99,3,2026-06-25
623,105,Smart Watch,Electronics,149.99,3,2024-09-19
624,105,Graphic T-Shirt,Apparel,19.99,2,2024-09-01
625,106,Denim Jacket,Apparel,55.0,1,2025-07-01
626,106,Smart Thermostat,Home,129.99,3,2026-03-26
627,106,Running Shoes,Apparel,65.0,2,2024-08-13
628,107,Smart Watch,Electronics,149.99,3,2025-07-20
629,107,Sport Socks (5 pack),Apparel,14.99,1,2024-09-09
630,107,Smart Thermostat,Home,129.99,3,2026-04-30
631,107,Smart Thermostat,Home,129.99,2,2024-01-22
632,107,Graphic T-Shirt,Apparel,19.99,2,2025-03-13
633,107,Denim Jacket,Apparel,55.0,3,2024-07-01
634,107,"27"" Monitor",Electronics,249.99,1,2026-03-31
635,108,Water Bottle,Home,18.0,1,2026-04-01
636,108,Coffee Maker,Home,49.99,3,2026-01-27
637,108,Denim Jacket,Apparel,55.0,3,2026-07-11
638,109,Ergonomic Chair,Home,189.99,2,2024-05-28
639,109,Sunglasses,Apparel,24.99,1,2024-07-07
640,109,Water Bottle,Home,18.0,1,2024-11-11
641,110,Leather Backpack,Apparel,79.99,3,2026-05-19
642,110,Water Bottle,Home,18.0,1,2026-05-04
643,111,Python Programming Guide,Books,34.99,3,2024-04-24
644,111,Desk Lamp,Home,29.99,1,2025-03-23
645,111,Running Shoes,Apparel,65.0,2,2024-02-03
646,111,Scented Candle,Home,12.5,2,2025-06-21
647,111,Python Programming Guide,Books,34.99,2,2026-01-24
648,111,Mystery Novel: Dark Woods,Books,12.99,3,2024-11-21
649,111,Mechanical Keyboard,Electronics,89.99,1,2024-08-26
650,111,Python Programming Guide,Books,34.99,3,2024-04-03
651,112,Running Shoes,Apparel,65.0,2,2025-07-06
652,112,Coffee Maker,Home,49.99,2,2025-09-01
653,112,Coffee Maker,Home,49.99,1,2026-05-27
654,112,Running Shoes,Apparel,65.0,3,2026-03-29
655,113,Sunglasses,Apparel,24.99,2,2025-10-13
656,113,Ergonomic Chair,Home,189.99,3,2026-04-15
657,113,Noise Cancelling Headphones,Electronics,199.99,2,2026-02-20
658,113,Graphic T-Shirt,Apparel,19.99,1,2025-10-29
659,113,Sport Socks (5 pack),Apparel,14.99,2,2026-02-14
660,114,Business Strategy Guide,Books,24.99,3,2025-02-15
661,114,Coffee Maker,Home,49.99,2,2025-09-28
662,114,Business Strategy Guide,Books,24.99,3,2026-03-29
663,114,USB-C Hub,Electronics,39.99,3,2025-03-28
664,114,Water Bottle,Home,18.0,3,2026-05-20
665,115,Smart Thermostat,Home,129.99,1,2024-05-13
666,115,Python Programming Guide,Books,34.99,3,2025-09-21
667,115,History of the World,Books,18.99,1,2024-04-24
668,115,Sport Socks (5 pack),Apparel,14.99,2,2024-01-22
669,115,Water Bottle,Home,18.0,1,2024-04-30
670,115,Mystery Novel: Dark Woods,Books,12.99,2,2026-02-23
671,115,"27"" Monitor",Electronics,249.99,1,2025-04-19
672,115,Sunglasses,Apparel,24.99,1,2026-07-11
673,116,USB-C Hub,Electronics,39.99,3,2025-03-10
674,116,Smart Watch,Electronics,149.99,1,2026-04-03
675,116,Noise Cancelling Headphones,Electronics,199.99,2,2026-07-01
676,116,Python Programming Guide,Books,34.99,3,2025-01-19
677,116,Sport Socks (5 pack),Apparel,14.99,2,2026-02-05
678,117,Mechanical Keyboard,Electronics,89.99,3,2026-06-13
679,117,Mystery Novel: Dark Woods,Books,12.99,3,2025-12-25
680,118,Noise Cancelling Headphones,Electronics,199.99,1,2025-10-30
681,118,Water Bottle,Home,18.0,3,2024-02-27
682,118,Ergonomic Chair,Home,189.99,1,2025-11-11
683,118,Mechanical Keyboard,Electronics,89.99,2,2025-10-23
684,118,Business Strategy Guide,Books,24.99,1,2024-10-11
685,119,Python Programming Guide,Books,34.99,1,2024-08-31
686,119,Noise Cancelling Headphones,Electronics,199.99,3,2024-04-17
687,120,Noise Cancelling Headphones,Electronics,199.99,2,2026-05-11
688,120,Sunglasses,Apparel,24.99,3,2026-06-15
689,120,Water Bottle,Home,18.0,1,2026-03-29
690,120,Mystery Novel: Dark Woods,Books,12.99,1,2026-05-13
691,120,Graphic T-Shirt,Apparel,19.99,1,2026-02-07
692,120,USB-C Hub,Electronics,39.99,2,2026-05-09
693,120,Smart Watch,Electronics,149.99,1,2026-03-29
694,120,History of the World,Books,18.99,2,2026-04-27
695,121,Sport Socks (5 pack),Apparel,14.99,2,2025-12-11
696,122,Coffee Maker,Home,49.99,2,2024-07-25
697,122,Leather Backpack,Apparel,79.99,2,2024-06-13
698,123,Mystery Novel: Dark Woods,Books,12.99,3,2026-07-09
699,123,Mechanical Keyboard,Electronics,89.99,1,2026-01-13
700,124,Graphic T-Shirt,Apparel,19.99,3,2025-08-17
701,124,Smart Thermostat,Home,129.99,3,2024-12-24
702,125,Smart Thermostat,Home,129.99,3,2025-07-09
703,125,History of the World,Books,18.99,1,2025-05-05
704,125,Running Shoes,Apparel,65.0,1,2024-08-09
705,125,Scented Candle,Home,12.5,1,2026-06-12
706,125,Mechanical Keyboard,Electronics,89.99,2,2025-01-19
707,125,Data Science Handbook,Books,44.99,3,2026-04-29
708,126,Running Shoes,Apparel,65.0,1,2025-10-27
709,126,USB-C Hub,Electronics,39.99,3,2026-04-17
710,126,Sunglasses,Apparel,24.99,3,2026-01-03
711,126,Mechanical Keyboard,Electronics,89.99,3,2025-09-21
712,126,Wireless Mouse,Electronics,29.99,2,2026-03-18
713,126,Smart Thermostat,Home,129.99,1,2025-11-07
714,126,Graphic T-Shirt,Apparel,19.99,1,2025-09-04
715,127,Scented Candle,Home,12.5,3,2024-05-21
716,127,Sci-Fi Novel: The Stars,Books,14.99,2,2025-02-23
717,128,Running Shoes,Apparel,65.0,1,2024-12-20
718,128,Running Shoes,Apparel,65.0,3,2024-10-21
719,128,Smart Thermostat,Home,129.99,3,2024-12-12
720,128,"27"" Monitor",Electronics,249.99,2,2024-06-01
721,128,Sport Socks (5 pack),Apparel,14.99,3,2024-07-24
722,128,Ergonomic Chair,Home,189.99,1,2025-02-24
723,128,Sci-Fi Novel: The Stars,Books,14.99,3,2026-01-27
724,128,Water Bottle,Home,18.0,2,2024-11-22
725,128,Mechanical Keyboard,Electronics,89.99,2,2026-05-29
726,128,Water Bottle,Home,18.0,3,2025-08-21
727,128,Sunglasses,Apparel,24.99,2,2025-09-04
728,128,Wireless Mouse,Electronics,29.99,1,2025-12-13
729,129,Graphic T-Shirt,Apparel,19.99,2,2025-12-05
730,129,Data Science Handbook,Books,44.99,1,2025-10-15
731,129,"27"" Monitor",Electronics,249.99,2,2025-06-22
732,130,USB-C Hub,Electronics,39.99,2,2026-06-04
733,130,Water Bottle,Home,18.0,3,2024-04-17
734,130,Smart Watch,Electronics,149.99,3,2025-12-10
735,130,Wireless Mouse,Electronics,29.99,1,2024-06-19
736,130,Sport Socks (5 pack),Apparel,14.99,1,2024-11-21
737,130,Python Programming Guide,Books,34.99,3,2024-04-25
738,131,Data Science Handbook,Books,44.99,1,2026-05-24
739,131,Scented Candle,Home,12.5,1,2026-05-14
740,132,Denim Jacket,Apparel,55.0,1,2026-03-21
741,132,Running Shoes,Apparel,65.0,1,2025-11-10
742,132,Mechanical Keyboard,Electronics,89.99,3,2026-05-27
743,132,Ergonomic Chair,Home,189.99,3,2024-12-17
744,132,Coffee Maker,Home,49.99,1,2026-02-02
745,132,Sci-Fi Novel: The Stars,Books,14.99,2,2025-12-13
746,132,Running Shoes,Apparel,65.0,1,2025-04-08
747,132,Data Science Handbook,Books,44.99,2,2025-11-16
748,133,History of the World,Books,18.99,1,2026-06-14
749,133,Running Shoes,Apparel,65.0,3,2026-02-20
750,133,Data Science Handbook,Books,44.99,2,2025-10-15
751,133,Ergonomic Chair,Home,189.99,2,2025-09-11
752,133,Mechanical Keyboard,Electronics,89.99,1,2025-07-28
753,133,Data Science Handbook,Books,44.99,3,2025-06-16
754,133,Desk Lamp,Home,29.99,3,2025-06-22
755,134,Data Science Handbook,Books,44.99,2,2025-05-02
756,134,Sci-Fi Novel: The Stars,Books,14.99,3,2026-02-28
757,134,USB-C Hub,Electronics,39.99,1,2025-01-03
758,134,Smart Watch,Electronics,149.99,3,2026-02-11
759,134,Water Bottle,Home,18.0,3,2024-09-06
760,134,Desk Lamp,Home,29.99,2,2024-05-30
761,135,History of the World,Books,18.99,2,2026-07-05
762,135,Scented Candle,Home,12.5,1,2026-05-13
763,135,Smart Thermostat,Home,129.99,1,2025-05-03
764,135,Leather Backpack,Apparel,79.99,2,2026-01-25
765,136,Graphic T-Shirt,Apparel,19.99,2,2026-05-16
766,136,Mystery Novel: Dark Woods,Books,12.99,2,2025-07-22
767,136,Leather Backpack,Apparel,79.99,1,2026-04-04
768,136,Smart Watch,Electronics,149.99,1,2026-04-05
769,136,Water Bottle,Home,18.0,1,2025-11-21
770,136,Python Programming Guide,Books,34.99,2,2026-07-17
771,136,Mystery Novel: Dark Woods,Books,12.99,2,2026-02-17
772,136,Sport Socks (5 pack),Apparel,14.99,3,2026-06-16
773,137,History of the World,Books,18.99,3,2025-11-27
774,137,Desk Lamp,Home,29.99,2,2026-05-23
775,137,Sci-Fi Novel: The Stars,Books,14.99,2,2026-04-18
776,138,Noise Cancelling Headphones,Electronics,199.99,1,2025-04-23
777,138,Smart Thermostat,Home,129.99,3,2025-04-11
778,138,Mechanical Keyboard,Electronics,89.99,2,2026-04-29
779,138,Denim Jacket,Apparel,55.0,1,2025-08-18
780,138,Denim Jacket,Apparel,55.0,1,2024-11-28
781,138,Wireless Mouse,Electronics,29.99,2,2024-10-31
782,138,Sunglasses,Apparel,24.99,1,2025-08-29
783,138,Running Shoes,Apparel,65.0,3,2024-06-08
784,138,"27"" Monitor",Electronics,249.99,1,2025-07-22
785,139,Denim Jacket,Apparel,55.0,1,2025-09-15
786,139,Noise Cancelling Headphones,Electronics,199.99,3,2026-07-07
787,139,Smart Thermostat,Home,129.99,3,2026-01-04
788,139,Data Science Handbook,Books,44.99,3,2026-01-17
789,139,Sci-Fi Novel: The Stars,Books,14.99,3,2026-06-10
790,139,Sci-Fi Novel: The Stars,Books,14.99,1,2026-03-22
791,140,Denim Jacket,Apparel,55.0,1,2025-11-15
792,140,Smart Watch,Electronics,149.99,3,2025-06-23
793,140,Smart Watch,Electronics,149.99,3,2025-11-11
794,140,Wireless Mouse,Electronics,29.99,1,2025-05-09
795,140,Wireless Mouse,Electronics,29.99,3,2026-01-27
796,140,Denim Jacket,Apparel,55.0,1,2025-08-25
797,140,Running Shoes,Apparel,65.0,3,2025-04-18
798,141,Mechanical Keyboard,Electronics,89.99,2,2026-05-29
799,141,Denim Jacket,Apparel,55.0,3,2026-06-28
800,141,Denim Jacket,Apparel,55.0,3,2026-07-17
801,141,Data Science Handbook,Books,44.99,2,2026-07-08
802,142,Running Shoes,Apparel,65.0,1,2024-03-11
803,142,Scented Candle,Home,12.5,2,2024-06-29
804,142,Smart Watch,Electronics,149.99,2,2025-04-23
805,143,"27"" Monitor",Electronics,249.99,2,2026-05-09
806,143,USB-C Hub,Electronics,39.99,1,2026-03-09
807,143,Graphic T-Shirt,Apparel,19.99,3,2026-06-23
808,143,History of the World,Books,18.99,1,2026-06-06
809,143,Water Bottle,Home,18.0,1,2026-04-23
810,143,Denim Jacket,Apparel,55.0,2,2026-07-14
811,143,Water Bottle,Home,18.0,3,2026-05-08
812,143,Smart Watch,Electronics,149.99,1,2026-03-05
813,144,Wireless Mouse,Electronics,29.99,2,2026-04-22
814,144,Business Strategy Guide,Books,24.99,2,2026-01-25
815,145,Denim Jacket,Apparel,55.0,1,2026-02-26
816,145,Smart Thermostat,Home,129.99,1,2026-03-23
817,145,Water Bottle,Home,18.0,1,2026-01-19
818,145,Graphic T-Shirt,Apparel,19.99,1,2026-04-18
819,145,Sci-Fi Novel: The Stars,Books,14.99,2,2026-03-04
820,145,Water Bottle,Home,18.0,2,2026-04-20
821,145,Running Shoes,Apparel,65.0,3,2026-05-14
822,145,Leather Backpack,Apparel,79.99,2,2026-02-10
823,145,Smart Watch,Electronics,149.99,2,2026-02-04
824,145,Scented Candle,Home,12.5,3,2026-05-21
825,145,Water Bottle,Home,18.0,1,2025-11-20
826,145,Smart Watch,Electronics,149.99,2,2025-12-02
827,145,Sunglasses,Apparel,24.99,3,2026-03-05
828,145,"27"" Monitor",Electronics,249.99,3,2026-02-05
829,145,Sunglasses,Apparel,24.99,2,2025-12-18
830,146,Noise Cancelling Headphones,Electronics,199.99,2,2025-05-28
831,146,Noise Cancelling Headphones,Electronics,199.99,2,2025-06-28
832,146,Water Bottle,Home,18.0,1,2025-09-06
833,147,Coffee Maker,Home,49.99,1,2026-06-17
834,147,Smart Watch,Electronics,149.99,2,2025-11-06
835,147,Denim Jacket,Apparel,55.0,3,2026-01-27
836,147,Sci-Fi Novel: The Stars,Books,14.99,1,2026-06-13
837,147,"27"" Monitor",Electronics,249.99,3,2026-07-03
838,147,Running Shoes,Apparel,65.0,2,2025-11-11
839,147,Business Strategy Guide,Books,24.99,2,2026-01-30
840,147,Smart Thermostat,Home,129.99,2,2026-04-28
841,147,Ergonomic Chair,Home,189.99,2,2026-05-18
842,147,Wireless Mouse,Electronics,29.99,2,2026-03-22
843,148,Mechanical Keyboard,Electronics,89.99,2,2026-05-30
844,148,Leather Backpack,Apparel,79.99,2,2026-06-10
845,148,Data Science Handbook,Books,44.99,2,2026-06-11
846,148,Data Science Handbook,Books,44.99,2,2026-06-28
847,148,Scented Candle,Home,12.5,2,2026-05-24
848,148,"27"" Monitor",Electronics,249.99,1,2026-06-06
849,148,Running Shoes,Apparel,65.0,3,2026-06-06
850,148,Sci-Fi Novel: The Stars,Books,14.99,1,2026-05-24
851,148,Mystery Novel: Dark Woods,Books,12.99,3,2026-06-05
852,148,Water Bottle,Home,18.0,1,2026-05-28
853,148,Graphic T-Shirt,Apparel,19.99,1,2026-06-22
854,148,Running Shoes,Apparel,65.0,1,2026-07-03
855,148,Data Science Handbook,Books,44.99,2,2026-06-02
856,148,Smart Watch,Electronics,149.99,1,2026-06-04
857,148,Coffee Maker,Home,49.99,1,2026-05-21
858,148,"27"" Monitor",Electronics,249.99,3,2026-07-02
859,148,Running Shoes,Apparel,65.0,1,2026-06-24
860,148,Wireless Mouse,Electronics,29.99,1,2026-07-12
861,148,Smart Watch,Electronics,149.99,3,2026-05-20
862,148,USB-C Hub,Electronics,39.99,2,2026-06-27
863,149,Data Science Handbook,Books,44.99,1,2026-02-11
864,149,"27"" Monitor",Electronics,249.99,1,2025-12-21
865,150,Ergonomic Chair,Home,189.99,3,2026-01-16
866,150,Coffee Maker,Home,49.99,2,2026-03-22
867,150,Graphic T-Shirt,Apparel,19.99,3,2026-02-15
868,150,Noise Cancelling Headphones,Electronics,199.99,2,2026-02-11
869,150,Graphic T-Shirt,Apparel,19.99,3,2026-06-14
870,150,Sunglasses,Apparel,24.99,3,2026-02-22
871,151,Sunglasses,Apparel,24.99,1,2025-07-29
872,151,Wireless Mouse,Electronics,29.99,3,2025-03-16
873,152,Mystery Novel: Dark Woods,Books,12.99,2,2025-11-08
874,152,Ergonomic Chair,Home,189.99,3,2026-03-27
875,152,History of the World,Books,18.99,2,2026-01-02
876,152,USB-C Hub,Electronics,39.99,2,2025-11-07
877,152,Smart Watch,Electronics,149.99,1,2025-08-01
878,152,Noise Cancelling Headphones,Electronics,199.99,1,2026-06-23
879,152,"27"" Monitor",Electronics,249.99,1,2026-06-19
880,153,Running Shoes,Apparel,65.0,3,2026-06-20
881,153,Running Shoes,Apparel,65.0,2,2025-06-20
882,153,Denim Jacket,Apparel,55.0,3,2026-03-14
883,153,"27"" Monitor",Electronics,249.99,3,2026-01-15
884,153,Water Bottle,Home,18.0,3,2025-01-13
885,153,Sci-Fi Novel: The Stars,Books,14.99,1,2025-05-10
886,153,Smart Thermostat,Home,129.99,2,2025-10-05
887,153,Mystery Novel: Dark Woods,Books,12.99,1,2025-05-06
888,153,Sci-Fi Novel: The Stars,Books,14.99,2,2026-01-24
889,153,Sport Socks (5 pack),Apparel,14.99,3,2026-03-07
890,153,"27"" Monitor",Electronics,249.99,3,2025-06-20
891,153,Business Strategy Guide,Books,24.99,3,2025-11-03
892,153,Smart Watch,Electronics,149.99,1,2026-07-05
893,153,Leather Backpack,Apparel,79.99,1,2024-12-30
894,153,"27"" Monitor",Electronics,249.99,1,2025-09-30
895,153,Graphic T-Shirt,Apparel,19.99,2,2025-03-16
896,153,Noise Cancelling Headphones,Electronics,199.99,3,2025-10-11
897,154,Denim Jacket,Apparel,55.0,3,2026-02-11
898,154,Scented Candle,Home,12.5,2,2026-02-16
899,154,Ergonomic Chair,Home,189.99,3,2026-06-19
900,154,Mechanical Keyboard,Electronics,89.99,1,2026-05-16
901,154,Coffee Maker,Home,49.99,2,2026-05-02
902,154,Noise Cancelling Headphones,Electronics,199.99,3,2026-07-12
903,155,Sunglasses,Apparel,24.99,2,2026-04-02
904,155,"27"" Monitor",Electronics,249.99,2,2025-08-15
905,155,Running Shoes,Apparel,65.0,1,2024-06-30
906,155,Running Shoes,Apparel,65.0,1,2024-08-11
907,155,"27"" Monitor",Electronics,249.99,1,2024-05-06
908,155,Business Strategy Guide,Books,24.99,2,2026-06-05
909,155,Mystery Novel: Dark Woods,Books,12.99,2,2025-11-27
910,155,Sport Socks (5 pack),Apparel,14.99,1,2025-08-05
911,155,Graphic T-Shirt,Apparel,19.99,3,2025-02-14
912,155,Ergonomic Chair,Home,189.99,1,2026-02-23
913,155,Wireless Mouse,Electronics,29.99,1,2024-06-19
914,155,Business Strategy Guide,Books,24.99,1,2026-02-17
915,155,Ergonomic Chair,Home,189.99,3,2026-05-21
916,155,Data Science Handbook,Books,44.99,1,2026-07-07
917,155,Coffee Maker,Home,49.99,1,2025-07-27
918,155,Desk Lamp,Home,29.99,2,2024-08-19
919,155,Denim Jacket,Apparel,55.0,1,2025-11-22
920,155,Business Strategy Guide,Books,24.99,3,2026-04-06
921,155,Sport Socks (5 pack),Apparel,14.99,3,2025-06-12
922,156,Scented Candle,Home,12.5,1,2025-06-09
923,156,Python Programming Guide,Books,34.99,1,2026-06-14
